timestamp,admissions,avg_length_of_stay,bed_occupancy_rate,staff_workload,adverse_events_rate
18362,76.0,2.4661663335061252,0.6414813121229334,2.0093017034609306,12.0
18363,74.0,2.457180715655757,0.6202100422173004,2.00502457941374,13.0
18364,68.0,2.416469656183449,0.5996301964772702,2.0141433275592764,13.0
18365,64.0,2.4453520482255984,0.5629574548755107,1.9276393890135026,13.0
18366,62.0,2.4053592191696205,0.5293420741404178,1.88369597773169,13.0
18367,60.0,2.3963696323439043,0.48897317652562544,1.839338236287353,13.0
18368,65.0,2.411518837416,0.4466073133922395,1.7810156509108808,13.0
18369,68.0,2.353888433967252,0.41829897921431364,1.692388516646294,13.0
18370,72.0,2.2305425475546548,0.38854891012043624,1.5835341424140394,13.0
18371,72.0,2.197260068234135,0.3729220783031322,1.5013577032657568,12.0
18372,78.0,2.183549126932763,0.3692996488176673,1.4348612929932816,11.0
18373,83.0,2.0223719261129096,0.37165491093919256,1.3563873100226773,10.0
18374,90.0,2.0877150732154766,0.3682860924823837,1.327160285525716,10.0
18375,93.0,2.1551396996122496,0.38651021034132854,1.2842085566880348,
18376,97.0,2.088951801385298,0.4237228074705413,1.255755255306578,10.0
18377,97.0,2.0784821209806075,0.45646959116935365,1.2463849014928983,
18378,97.0,2.0038707544196233,0.4625594047727837,1.2702489399549626,
18379,100.0,1.9398068557196837,0.47108853120180705,1.2636403873470203,9.0
18380,104.0,1.886110108071905,0.47908179298271814,1.2785223004868889,9.0
18381,105.0,1.8234357531292835,0.49490717771807763,1.3070642602678093,9.0
18382,105.0,1.8303147413148841,0.5044289931834822,1.3266751977090243,9.0
18383,102.0,1.9734333404645648,0.5157889279664343,1.3498294187390996,9.0
18384,105.0,1.9242382407798237,0.5290843018938427,,9.0
18385,104.0,1.9415583082954655,0.5428709490477086,1.4693041074900053,9.0
18386,101.0,1.938533001414916,0.5313124493785086,1.4867827890357812,9.0
18387,101.0,1.9752104895310778,0.538605713312693,1.5037165812195685,9.0
18388,101.0,2.0366992292392334,0.5345974658929276,1.554355340558196,9.0
18389,99.0,2.1028169455979238,0.5460708574934467,1.5833054846605783,9.0
18390,97.0,,0.5416110180388333,1.5964580963400612,9.0
18391,97.0,2.1474362960274447,0.5283605085326453,1.5911585897405298,10.0
18392,95.0,2.105973490405956,0.5481046249688512,1.5726196799477212,10.0
18393,94.0,2.086255518759383,0.56672647611024,1.563085782304358,10.0
18394,91.0,2.0643849591272976,0.5775661470626408,1.5855035812176512,10.0
18395,90.0,2.067445665342985,0.5763491638617935,1.6308123276227497,10.0
18396,85.0,1.9885397710954702,0.5760630794793202,1.6729934631518277,10.0
18397,84.0,1.942929651922535,0.5534637543613651,1.6778719325253395,10.0
18398,79.0,2.0237080740976814,0.5267835882171216,1.6701913611622003,10.0
18399,76.0,2.065271585941368,0.5194722998538223,1.627536264422435,10.0
18400,74.0,2.0607292606212977,0.48538718224746463,,10.0
18401,72.0,2.065937562378565,0.45973456453946643,1.5802594814095658,10.0
18402,71.0,2.020492916647808,0.43115127433020567,1.572021267261427,10.0
18403,71.0,2.0316321432900497,0.40181273949905927,1.539770271158998,10.0
18404,72.0,2.02723182726064,0.36337166832716983,1.450368511248438,10.0
18405,70.0,2.086668958172346,0.3681644577741984,1.3910788320238676,10.0
18406,71.0,2.0234022933535054,0.34107024322286655,1.3213447883185907,10.0
18407,78.0,1.8985736294466968,0.3316443902623604,1.2402631160737965,10.0
18408,83.0,1.8479745066023099,0.297134284892062,1.1854770425788512,10.0
18409,90.0,1.7927855704710367,0.3023270838332903,1.1173559958627173,9.0
18410,92.0,1.7354079869715473,0.31341533917903813,1.084634910425457,9.0
18411,95.0,1.780893564523838,0.3182195591960629,1.0611396706726908,9.0
18412,96.0,1.7895901982960916,0.3360954141511936,1.0392582157820907,9.0
18413,96.0,1.7306575504227706,0.36279279369209694,1.0149491750991364,8.0
18414,98.0,1.841942502563511,0.35107649869578345,1.0923899869677671,8.0
18415,101.0,1.8682488602683387,0.3710826646516871,1.0949803373592706,8.0
18416,103.0,1.9003482517772696,0.3895484797914953,1.0956084030053586,8.0
18417,102.0,1.9549553183053787,0.38270019301902103,1.1233338258097794,8.0
18418,102.0,1.9524452320951167,0.41731996046614045,1.1472377057016934,8.0
18419,102.0,1.9208918139253366,0.4233651397344905,1.1556477963492398,8.0
18420,101.0,1.9676689672179146,0.44890633804728153,1.1888608866623853,8.0
18421,98.0,2.019368332427601,0.4720886865572265,1.2442107795877702,8.0
18422,93.0,2.074010370439791,0.4821956552818413,1.2609843425799976,8.0
18423,86.0,2.0287560477206634,0.48425121415969574,1.2822564688131037,8.0
18424,85.0,2.0293073913011637,0.47570082892896837,1.300014130924937,8.0
18425,83.0,1.933449267728283,0.4588827199894443,1.3100489551015846,8.0
18426,77.0,,0.44285277760924235,1.2832915487867993,8.0
18427,69.0,1.9076580969319685,0.4243265869873898,1.319558077511758,8.0
18428,68.0,1.8998873866256138,0.4106287830117184,1.335021341260629,8.0
18429,69.0,1.9174905609734763,0.36882706431227036,1.3239214982026586,
18430,64.0,,0.3468932343820353,1.2702541646353391,
18431,63.0,1.9377337026318038,0.3148433340081216,1.2138575043788005,8.0
18432,65.0,1.9508734065610487,0.28599308233544557,1.1598059974851411,8.0
18433,63.0,1.9441854439332633,0.2547486741416235,1.0862783176078752,8.0
18434,66.0,1.853963037892247,0.22733716131001247,1.039359642185529,8.0
18435,69.0,1.8593762919983599,0.20784861843178468,0.9756993075330084,8.0
18436,73.0,1.791995589346011,0.17195687376579272,0.9025830338417514,8.0
18437,74.0,1.8126437901964991,0.18038236128765597,0.8270137031521055,8.0
18438,75.0,1.7679028378852653,0.18388115036249678,0.7939180680376544,7.0
18439,78.0,1.7477181569607192,0.18704218795209618,0.7165860483249508,6.0
18440,86.0,1.6728430655542805,0.18268811188923506,,6.0
18441,91.0,1.6891662217433328,0.19660933626304822,0.6680878460583042,6.0
18442,94.0,1.6865734681046498,0.22082819546145557,0.6309987339436691,6.0
18443,93.0,1.7112269322091862,0.23132206441487446,0.6199026428063148,6.0
18444,96.0,1.7995988670660163,0.2400204585931839,0.6474831914061442,6.0
18445,98.0,1.7684098095799747,0.2623784496851231,0.6628172117887401,6.0
18446,97.0,1.7461168797932374,,0.6677938517498957,5.0
18447,97.0,1.8749467264053128,0.3112457591383262,0.7041940137155946,5.0
18448,98.0,1.8918197009018618,0.3200614568635645,0.772389100348849,5.0
18449,96.0,1.9005585143709858,0.3420060687812038,0.8234053791165544,5.0
18450,91.0,1.8564420347738342,0.3598407802868329,0.8949083475918697,5.0
18451,88.0,1.854106716743538,0.3665588403199248,0.9352979795330036,5.0
18452,82.0,1.9151582285060709,0.3515171180054733,,5.0
18453,78.0,1.8790795349191882,0.3634348547173883,0.9726109984274055,6.0
18454,76.0,1.8211443813261945,0.3467117914899857,0.9897954096372328,6.0
18455,76.0,1.7418450615137937,0.333139991565093,1.0098278375737133,6.0
18456,73.0,1.6729554112705634,0.30797276914189414,0.9825947078197341,6.0
18457,68.0,1.70792234352118,0.28610464432939636,0.9644624772758269,6.0
18458,66.0,1.7866897913698654,0.2446552399309115,0.9469275799962139,6.0
18459,61.0,1.733442417980484,0.21921595545081207,0.90072737432027,6.0
18460,62.0,1.7686494644083088,0.17655806092064397,0.8467784261420149,6.0
18461,63.0,1.6374393873084432,0.15958346542164828,0.8238437699317354,6.0
18462,64.0,1.5683846870728706,0.1415071725606671,0.7552080507466923,6.0
18463,62.0,1.6295342080004078,0.11849895799951354,0.7034659029767177,6.0
18464,64.0,1.6122562430353977,0.11337624872493407,0.6409843641567955,6.0
18465,64.0,1.5098401358074416,0.10245146440705626,0.598459901806865,6.0
18466,65.0,1.4990357076089813,0.07913432468016791,0.5389161477972093,6.0
18467,66.0,1.459905658053778,0.057216545384068986,0.4934973524758669,6.0
18468,70.0,1.5122315937376625,0.05848809063241179,0.4171193378963608,5.0
18469,71.0,1.458815671865254,0.06091248537292818,0.32938624834229907,5.0
18470,76.0,1.4872281728749281,0.055228437669957345,0.2809777015096632,4.0
18471,83.0,1.4823044231110805,0.06416656889393432,0.2974480355000147,4.0
18472,87.0,1.4817738910563294,0.06773120421464202,0.2498520972215926,4.0
18473,86.0,1.4732608323366279,0.10102284982734121,0.2114968865050281,4.0
18474,88.0,1.4939907620926658,0.12298726371567893,0.22139598322680615,3.0
18475,92.0,1.5183767169780888,0.141551207756508,0.27562478864729534,3.0
18476,92.0,1.5797713252640555,0.14316151265013477,0.3118235920901206,3.0
18477,90.0,1.5913720198712091,0.15936621550190744,0.3218416196789451,3.0
18478,92.0,1.5308990112088294,0.18296448737741805,0.3301171443411274,3.0
18479,90.0,1.4476030250703198,0.19181936245258463,0.39775459596030016,3.0
18480,91.0,1.485330516803456,0.2088994220522617,0.428264516518901,3.0
18481,87.0,,0.22885797585895717,0.4696576292977784,3.0
18482,81.0,1.5938881133376597,0.23802865309863833,0.5410728608125256,3.0
18483,83.0,1.6296368912278942,0.22356182491576015,0.5679960550701565,3.0
18484,82.0,1.7578225719782277,0.2306619797523828,0.5848700066311735,3.0
18485,79.0,1.6904814864258173,0.2512825724956146,0.6108946083401965,3.0
