timestamp,visits,avg_session_duration,server_load,support_tickets,error_rate
18362,95.0,2.281850285013015,0.6039457101489069,1.670807522577232,10.0
18363,91.0,2.2578009893137305,0.6124564865122284,1.715409364563122,10.0
18364,89.0,2.234854115525863,0.5996692449566442,1.7488714227970668,11.0
18365,85.0,2.169699004647619,0.5895102758154351,,11.0
18366,82.0,2.2059691356209603,0.5722312968023181,1.7747094391950264,11.0
18367,81.0,2.206981182474699,0.5565733212294484,1.7569149335950047,11.0
18368,81.0,2.1867166349129827,0.539051870630976,1.719786714308623,11.0
18369,80.0,2.119296091035524,0.5229876098774805,1.7103828414449653,11.0
18370,79.0,2.0045606288965563,0.4946952645843484,1.6841122830411248,11.0
18371,80.0,1.9758697229189113,0.4843679379326362,1.6587892120398693,11.0
18372,82.0,1.9419237299400405,0.47454545553103616,1.622937727230909,11.0
18373,83.0,1.8391411021769577,0.4410785502249014,1.5964706390771988,11.0
18374,86.0,1.792583523374006,0.4037364915360822,1.5245633249942268,11.0
18375,86.0,1.857019939275921,0.39877139973042885,1.4497119893609065,11.0
18376,91.0,1.8929097213014838,0.40252612224057194,1.4055284768817804,11.0
18377,91.0,1.9415270375167364,0.4156991287809141,1.3749652035935909,11.0
18378,90.0,1.9033837652402452,0.42997902706100743,1.3223937012609412,11.0
18379,89.0,1.8384144855984124,0.42589836920518154,1.310072110586436,10.0
18380,94.0,1.8725253659862504,0.4245653059718831,1.3176034465721456,10.0
18381,96.0,1.8658098689517635,0.4449304357525747,1.2877406205188138,10.0
18382,98.0,1.8294651170973721,0.4565475432361267,1.299102315993069,10.0
18383,97.0,1.8462890627699393,0.4626906991619975,1.3287880608109754,10.0
18384,99.0,1.863505020795843,0.4547659285420731,1.3294336264013782,10.0
18385,98.0,1.8804856469575795,0.4636585343636412,1.3412393405564293,10.0
18386,99.0,1.9995042268097318,0.45229639064596205,1.3271221629840002,10.0
18387,99.0,2.007496041103637,0.48342124808647524,1.3300751241791127,10.0
18388,99.0,2.008525777313479,0.4954073589867891,1.3125152584977087,9.0
18389,102.0,2.069341495339307,0.49606302434304383,1.3510047623934875,9.0
18390,101.0,2.145792654802057,0.5279925261269228,1.4193426396311555,9.0
18391,100.0,2.0866497925466407,0.5374074014734536,1.4844582725924904,9.0
18392,99.0,2.105144643528339,0.5459504668843703,1.4860953722656887,9.0
18393,96.0,2.1264102632109383,0.5552262792363738,1.5224700755958993,9.0
18394,95.0,,0.5478390259166218,1.5251457745392805,9.0
18395,93.0,2.0451441975527103,0.5413111191416395,1.552305323775638,9.0
18396,92.0,2.0350557054362564,0.5388143663631155,1.559401477629015,9.0
18397,88.0,2.027415259359089,0.5303948932675603,1.5798697342856094,9.0
18398,84.0,1.9961498381102114,0.5219213344586823,1.6011018712447322,9.0
18399,82.0,1.9760998374303615,0.5080548445845923,1.6094164878545747,10.0
18400,81.0,1.9469185288497872,0.5054977045182771,1.5898978568256494,10.0
18401,74.0,1.8636984907524707,0.4916256380393258,1.569424918888782,10.0
18402,72.0,1.815763521713851,0.45859682790691775,1.5690447439476534,10.0
18403,70.0,1.873720652899528,0.40817259092526714,1.4903824280372882,10.0
18404,69.0,1.862325160543484,0.3754380353595551,1.4328719306365176,10.0
18405,69.0,1.728110395960647,0.34504720987241405,1.3575532325171098,10.0
18406,71.0,1.6972184415206442,0.3197586492612441,1.3034891155119324,10.0
18407,71.0,1.7274967680948876,0.28974534024876825,1.2263983013305533,10.0
18408,74.0,1.8140318715232493,0.26485991728906555,1.1390420450286,10.0
18409,80.0,1.8270702777918792,0.2675610479507688,,9.0
18410,83.0,1.8263781287832286,0.2576556399205295,1.007151508039964,9.0
18411,87.0,1.864146022281407,0.263731559269848,0.956366860950062,9.0
18412,90.0,1.8989683416652268,0.28673596068680546,0.929544638272912,8.0
18413,95.0,1.9262903894053345,0.2929954312006894,0.9050533354348277,7.0
18414,98.0,1.9322703154284095,0.32904991323222177,0.8853508530275435,7.0
18415,103.0,1.9670689306399671,0.35248019349308235,0.8961486196820324,
18416,107.0,1.9065123156403336,0.3989588580079859,0.9048619734446414,7.0
18417,108.0,1.9220856929514731,0.4258111949308317,0.9700341294298344,7.0
18418,107.0,1.904283723338605,0.4538543750803131,1.0568708872871504,7.0
18419,110.0,1.8912362671064724,0.4667043071803072,1.0692450197253605,
18420,107.0,1.8867738682700421,0.4978015386794878,1.1171675019818155,7.0
18421,102.0,1.981887696709365,0.5049442026788198,1.195812237832514,7.0
18422,99.0,1.9750177235613726,0.5097990943955902,1.2472236669490495,7.0
18423,96.0,1.988110008665541,0.508727436170297,1.2972442510347766,7.0
18424,95.0,1.9632615854874422,0.5243851754721318,1.3124307758995484,8.0
18425,84.0,1.8891037312226246,0.5326620481300338,1.3625114529815623,8.0
18426,77.0,1.9413615367455355,0.5054799241490726,1.4200273966983399,8.0
18427,74.0,1.9211031120834108,0.4762989555880682,1.45473512753144,8.0
18428,69.0,1.890492554287854,0.4452905945005611,1.470768256068934,9.0
18429,68.0,1.882610260867174,0.4040144498935988,1.4359555199784297,9.0
18430,63.0,1.849584933710581,0.36694159182224667,1.4059890778339923,9.0
18431,62.0,1.7698661954115673,0.339530601688029,1.3700240524700649,9.0
18432,61.0,1.790625689526345,0.3035443611627678,1.2726143803898284,9.0
18433,58.0,1.8371714588747001,0.26660333534528663,1.22577262690126,9.0
18434,59.0,1.796684749723662,0.22607877804290566,1.1332891494346584,9.0
18435,61.0,1.6582826544901421,0.1845251879026321,1.0363005931747902,9.0
18436,66.0,1.5722721937049848,0.15849767979688945,0.9675284435785623,9.0
18437,69.0,1.5490083298805029,0.13387439215705818,0.8918779189356284,8.0
